region,retailer,asin,isbn13,title_name,authors,sales_rank,list_price,print_list_price,price,currency,timestamp,synopsis,imprint_i,release_date,imprint_ii,language,download_options,number_of_pages,hours_to_read,total_words,rating,category_rankings,image,url
US,Kobo US,,9.78E+12,Colton 911: Temptation Undercover,Jennifer Morey,,N/A,,$4.99 ,USD,8/3/2024 2:27,"Trust becomes a pawn
In a life-and-death game.
Undercover agent Damon Colton needs to protect Ruby Duarte and her daughter…and bring down her dead ex’s criminal followers. When their growing attraction blossoms into something more, the line between Damon's real self and his alter ego is blurred. He realizes the passion he and Ruby share is real…but when his cover is blown, their lives are exposed to lethal threats. Will Damon be able to regain Ruby's trust and save her child?
From Harlequin Romantic Suspense: Danger. Passion. Drama.
Feel the excitement in these uplifting romances, part of the Colton 911: Chicago series:
Book 1: Colton 911: The Secret Network by Marie Ferrarella
Book 2: Colton 911: Unlikely Alibi by Lisa Childs
Book 3: Colton 911: Undercover Heat by Anna J. Stewart
Book 4: Colton 911: Soldier's Return by Karen Whiddon
Book 5: Colton 911: Hidden Target by Colleen Thompson
Book 6: Colton 911: Guardian in the Storm by Carla Cassidy
Book 7: Colton 911: Secret Defender by Marie Ferrarella
Book 8: Colton 911: Temptation Undercover by Jennifer Morey
Book 9: Colton 911: Forged in Fire by Linda Warren
Book 10: Colton 911: Desperate Ransom by Cindy Dees
Book 11: Colton 911: Secret Alibi by Beth Cornelison",Harlequin,24-Aug-21,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","5 - 6
Hours to read","67k
Total words",Rated 5.0 out of 5 stars with 1 ratings,"#24085 in Romance, Romantic Suspense #61924 in Romance, Contemporary #141197 in Romance",https://cdn.kobo.com/book-images/1f415e9f-c954-4ee8-a9c3-14880db49850/353/569/90/False/colton-911-temptation-undercover.jpg,https://www.kobo.com/us/en/ebook/colton-911-temptation-undercover
US,Kobo US,,9.78E+12,Cavanaugh Justice: Deadly Chase,Marie Ferrarella,,N/A,,$4.99 ,USD,8/3/2024 2:27,"USA TODAY Bestselling Author
A deadly case…
That’s purely personal.
The Moonlight Killer has robbed LA detective Gabriel Cortland of everything. So when the murderer begins to prey on his new hometown, the lone-wolf cop is hot on the criminal’s heels. Dismayed to be paired with unfailingly upbeat Shayla Cavanaugh on this case, Gabriel is surprised to discover how well they work together on and off duty. Together, can they finally bring the terror to an end?
From Harlequin Romantic Suspense: Danger. Passion. Drama.
Feel the excitement in these uplifting romances, part of the Cavanaugh Justice series:
Book 1: Racing Against Time
Book 2: Crime and Passion
Book 3: Internal Affair
Book 4: Dangerous Games
Book 5: The Strong Silent Type
Book 6: Cavanaugh's Woman
Book 7: In Broad Daylight
Book 8: Alone in the Dark
Book 9: Dangerous Disguise
Book 10: The Woman Who Wasn't There
Book 11: Cavanaugh Watch
Book 12: Cavanaugh Heat
Book 13: Protecting His Witness
Book 14: Cavanaugh Pride
Book 15: Becoming a Cavanaugh
Book 16: The Cavanaugh Code
Book 17: In Bed with the Badge
Book 18: Cavanaugh Judgment
Book 19: Cavanaugh Reunion
Book 20: A Cavanaugh Christmas
Book 21: Cavanaugh's Bodyguard
Book 22: Cavanaugh's Surrender
Book 23: Cavanaugh on Duty
Book 24: Mission: Cavanaugh Baby
Book 25: Cavanaugh Hero
Book 26: Cavanaugh Undercover
Book 27: Cavanaugh Strong
Book 28: Cavanaugh Fortune
Book 29: How to Seduce a Cavanaugh
Book 30: Cavanaugh or Death
Book 31: Cavanaugh Cold Case
Book 32: Cavanaugh in the Rough
Book 33: Cavanaugh on Call
Book 34: Cavanaugh Standoff
Book 35: Cavanaugh Encounter
Book 36: Cavanaugh Vanguard
Book 37: Cavanaugh Cowboy
Book 38: Cavanaugh's Missing Person
Book 39: Cavanaugh Stakeout
Book 40: Cavanaugh in Plain Sight
Book 41: Cavanaugh Justice: The Baby Trail
Book 42: Cavanaugh Justice: Serial Affair
Book 43: Cavanaugh Justice: Deadly Chase",Harlequin,24-May-22,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","5 - 6
Hours to read","68k
Total words",Rated 4.0 out of 5 stars with 1 ratings,"#22193 in Romance, Romantic Suspense #56373 in Romance, Contemporary #126858 in Romance",https://cdn.kobo.com/book-images/63a9b093-12fd-420a-be23-6c6faed38c6a/353/569/90/False/cavanaugh-justice-deadly-chase.jpg,https://www.kobo.com/us/en/ebook/cavanaugh-justice-deadly-chase
US,Kobo US,,9.78E+12,Reclaiming the Prince's Heart,Rebecca Winters,,N/A,,$4.99 ,USD,8/3/2024 2:27,"Can the prince fall back in love…
…with his forgotten princess?
Luna can’t believe it. Her husband, Prince Rini—the same man who had been reported dead after an earthquake—is alive…and standing right in front of her! Yet his return isn’t the fairy-tale reunion that Luna always dreamed of. Why? Rini has amnesia and can’t remember Luna—or their marriage! Will their still-powerful connection be strong enough to bring back the memory of their once-perfect love…?
A The Baldasseri Royals novel
The Baldasseri Royals trilogy
Book 1 – Reclaiming the Prince’s Heart
And look out for the next books
Coming soon
“I love stories that center around exotic settings and different cultures. This novel certainly showed universal themes of love and forgiveness. I am happy I went on this voyage with The Greek’s Secret Heir.”
-Harlequin Junkie
“A gorgeous Cinderella story. I love the Provence setting, the vineyard, the villa, and the romance the location evoked. I had an 'aww' moment when I finished this story.”
-Goodreads on Falling for His Unlikely Cinderella",Harlequin,28-Sep-21,Harlequin Romance,English,EPUB 3 (Adobe DRM),"256
Pages","3 - 4
Hours to read","47k
Total words",Rated 5.0 out of 5 stars with 2 ratings,"#61920 in Romance, Contemporary #141213 in Romance",https://cdn.kobo.com/book-images/f7c4d625-66cc-4e05-bb79-fbefeddd8792/353/569/90/False/reclaiming-the-prince-s-heart.jpg,https://www.kobo.com/us/en/ebook/reclaiming-the-prince-s-heart
US,Kobo US,,9.78E+12,Bahamas Escape with the Best Man,Cara Colter,,N/A,,$4.99 ,USD,8/3/2024 2:27,"Escape to the Bahamas in this whirlwind romance by Cara Colter for Harlequin Romance.
Could losing their inhibitions…
…lead to losing their hearts?
Marlee Copeland is the bridesmaid who hates weddings after being left at the altar. Billionaire Matteo Keller is the best man who avoids love after a devastating loss. Brought together in the Bahamas for the wedding, they find themselves letting go and giving in to their unexpected, thrilling chemistry. But when the ""I dos"" have been said and their different worlds beckon, will the magic of the island make going their separate ways impossible?
From Harlequin Romance: Be swept away by glamorous and heartfelt love stories.",Harlequin,28-Jun-22,Harlequin Romance,English,EPUB 3 (Adobe DRM),"256
Pages","3 - 4
Hours to read","50k
Total words",Rated 4.0 out of 5 stars with 1 ratings,"#28656 in Fiction & Literature, Contemporary Women #90460 in Romance, Contemporary #220938 in Romance",https://cdn.kobo.com/book-images/f4136a0c-ae8a-40dc-8461-f0b487b42843/353/569/90/False/bahamas-escape-with-the-best-man.jpg,https://www.kobo.com/us/en/ebook/bahamas-escape-with-the-best-man
US,Kobo US,,9.78E+12,Harlequin Romantic Suspense January 2022 - Box Set,Bonnie Vanak,,N/A,,$14.99 ,USD,8/3/2024 2:27,"Looking for heart-racing romance and breathless suspense? Want stories filled with life-and-death situations that cause sparks to fly between adventurous, strong women and brave, powerful men?
Harlequin® Romantic Suspense brings you all that and more with four new full-length titles in one collection!
COLTON 911: UNDER SUSPICION (A Colton 911: Chicago novel)
by Bonnie Vanak
Widowed cop Harry Cartwright is investigating the death of a Colton patriarch, and all signs point to Sara Sandoval—the man's long-lost daughter. But Harry isn't sure if his feelings are clouding his judgment—until the real killer makes Sara a target…
PROVING COLTON'S INNOCENCE (A Coltons of Grave Gulch novel)
by Lara Lacombe
Baldwin Bowe is a ghost bounty hunter who is determined to bring his brother to justice. But his professional resolve is tested when he falls for Jillian Colton, the woman his brother is bent on hurting.
TEXAS RANCHER'S HIDDEN DANGER
by Karen Whiddon
On the run from a serial killer client, therapist Amelia Ferguson tries to disappear in Getaway, Texas, going to work on single dad Ted Sanders's ranch. Something about the town and the handsome rancher appeal to her, but can their developing relationship survive a serial killer set on revenge?
HIS TO DEFEND
by Sharon C. Cooper
Amina Kelly may be divorced, but she wouldn't want her ex dead. When her ex is killed on duty, Maxwell Layton comes back into her life—and the passion between them is just as strong as ever. Now they have to fix their past mistakes—while dodging someone intent on making sure Amina doesn't get out alive…",Harlequin,28-Dec-21,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),N/A,N/A,N/A,Rated 4.0 out of 5 stars with 2 ratings,"#33281 in Romance, Romantic Suspense #49617 in Mystery & Suspense, Thrillers #90438 in Romance, Contemporary",https://cdn.kobo.com/book-images/8f779885-3f95-4837-8d61-ef09ac79571d/353/569/90/False/harlequin-romantic-suspense-january-2022-box-set-1-of-2.jpg,https://www.kobo.com/us/en/ebook/harlequin-romantic-suspense-january-2022-box-set-1-of-2
US,Kobo US,,9.78E+12,The Agent's Deadly Liaison,Jennifer D. Bokal,,N/A,,$4.99 ,USD,8/3/2024 2:27,"A killer’s lethal plot
Neither saw coming
A serial killer awaiting trial in prison wants to confess…but only to District Attorney Chloe Ryder and the Rocky Mountain Justice operative who arrested her. When Chloe and Marcus Jones arrive, their nemesis lays a deadly trap. Now Chloe’s only hope of survival is the man who doesn’t know she’s pregnant from their one night together. But the killer does—and vows baby will never make three…
From Harlequin Romantic Suspense: Danger. Passion. Drama.
Feel the excitement in these uplifting romances, part of the Wyoming Nights series:
Book 1: Agent's Mountain Rescue
Book 2: The Agent's Deadly Liaison",Harlequin,28-Jun-22,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","5 - 6
Hours to read","69k
Total words",Rated 0 out of 5 stars,"#33269 in Romance, Romantic Suspense #90443 in Romance, Contemporary #220920 in Romance",https://cdn.kobo.com/book-images/b0a7d76c-be07-4c69-ad48-56ca9a0db4e2/353/569/90/False/the-agent-s-deadly-liaison.jpg,https://www.kobo.com/us/en/ebook/the-agent-s-deadly-liaison
US,Kobo US,,9.78E+12,Harlequin Romance November 2021 Box Set,Cara Colter,,N/A,,$15.99 ,USD,8/3/2024 2:27,"Harlequin Romance – November ‘21 – Box Set
Harlequin® Romance brings you a collection of four new titles, available now! Experience the rush of falling in love! This Harlequin® Romance box set includes:
#4779 THE WEDDING PLANNER’S CHRISTMAS WISH
A Wedding in New York
By Cara Colter
Wedding planner Alexandra specialises in fairy-tale’s, but after a devastating loss no longer expects her own. Until, Drew, owner of New York’s ultimate wedding venue, and his daughter steal her heart. Will Alexandra let her guard down and accept the happy-ever-after she once dreamed of?
#4780 THE BILLIONAIRE’S ISLAND REUNION
A Billion-Dollar Family
By Susan Meier
Twelve years ago, without explanation, Reese broke Cade’s heart. Now, they’re stranded together on his paradise island, and forced to get to know each other again. Can Cade convince her to trust him with the traumatic secret that once ripped them apart…?
#4781 MISTLETOE KISS WITH THE MILLIONAIRE
Heirs to an Empire
By Donna Alward
Tycoon Christophe and gemologist Sophie have always had chemistry, yet, they’ve only ever been friends. Until Christophe steps in when Sophie needs a fake fiancé! It’s meant to be an act, but they can’t escape their attraction… Could real love be waiting underneath the mistletoe?
#4782 THE SINGLE DAD’S CHRISTMAS PROPOSAL
By Ella Hayes
Extreme snowboarder Dax is not prepared for fatherhood; his son was kept a secret by his late mother. Now, he needs a step-in-nanny… and single mum Simone is the perfect candidate! Will she say yes to Dax – and a Christmas to remember?",Harlequin,26-Oct-21,Harlequin Romance,English,EPUB 3 (Adobe DRM),"256
Pages","17 - 18
Hours to read","210k
Total words",Rated 0 out of 5 stars,"#15461 in Fiction & Literature, Family Life #23860 in Fiction & Literature, Short Stories #220929 in Romance",https://cdn.kobo.com/book-images/f0b986e5-b330-477c-a680-089cb1355d15/353/569/90/False/harlequin-romance-november-2021-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-romance-november-2021-box-set
US,Kobo US,,9.78E+12,Finding a Christmas Home,Lee Tobin McClain,,$6.99 ,,$4.99 ,USD,8/3/2024 2:28,"Two little girls need a family…in this novel by New York Times bestselling author Lee Tobin McClain
They are his nieces…
But she can never tell him.
As the new guardian to her twin nieces, Hannah Antonicelli is determined to keep her promise to her late sister—that she’ll never reveal the identity of their father. But when the girls’ uncle, Luke Hutchenson, moves in next door and takes a job where Hannah works, the truth threatens their growing connection. How can she keep the secret when she can’t even guard her own heart?
From Love Inspired: Uplifting stories of faith, forgiveness and hope.
Rescue Haven
Book 1: The Secret Christmas Child
Book 2: Child on His Doorstep
Book 3: Finding a Christmas Home",Harlequin,28-Sep-21,Love Inspired,English,EPUB 3 (Adobe DRM),"224
Pages","4 - 5
Hours to read","58k
Total words",Rated 5.0 out of 5 stars with 3 ratings,"#4691 in Romance, Inspired Romance #56373 in Romance, Contemporary #126844 in Romance",https://cdn.kobo.com/book-images/cb904b48-e21b-4cf6-ad98-fa5c3c2a28d4/353/569/90/False/finding-a-christmas-home.jpg,https://www.kobo.com/us/en/ebook/finding-a-christmas-home
US,Kobo US,,9.78E+12,Matched with Murder,Danielle M. Haas,,N/A,,$4.99 ,USD,8/3/2024 2:28,"Can revealing her secrets stop a murderer…
Before she becomes the next victim?
When Samantha Gates resists cooperating with a murder investigation, she gets under Detective Max Green's skin. Though the killer's victims all used her dating site, the high-profile CEO is obviously hiding something. Then he targets Samantha herself. Suddenly the stakes are even higher…and complicated by a very deep—and potentially lethal—attraction.
From Harlequin Romantic Suspense: Danger. Passion. Drama.
Feel the excitement in these uplifting romances, part of the series:",Harlequin,30-Nov-21,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","5 - 6
Hours to read","74k
Total words",Rated 4.0 out of 5 stars with 1 ratings,"#33272 in Romance, Romantic Suspense #90446 in Romance, Contemporary",https://cdn.kobo.com/book-images/838bb253-9138-4731-968a-b62f72d97ec7/353/569/90/False/matched-with-murder.jpg,https://www.kobo.com/us/en/ebook/matched-with-murder
US,Kobo US,,9.78E+12,Falling for the Baldasseri Prince,Rebecca Winters,,N/A,,$4.99 ,USD,8/3/2024 2:28,"Two feuding families…
…one redeeming love
Vet Francesca has started a new life in the Baldasseri’s kingdom. But she’s hiding a sensational secret—she’s really a Visconti princess! And the Viscontis have been feuding with the Baldasseris for generations… When handsome Prince Vincenzo Baldasseri brings his dog in for treatment, there is a powerful connection between them from the get-go! Dare Francesca reveal the truth? And is their love strong enough to overcome all their obstacles?
The Baldasseri Royals trilogy
Book 1 – Reclaiming the Prince’s Heart
Book 2 - Falling for the Baldasseri Prince
And look out for the next book
Coming soon
“An enjoyable read with chemistry between the main characters. Great setting with warmth and enjoyable narrative.”
-Goodreads on The Greek’s Secret Heir
“A gorgeous story! It has everything you could want in a romance…. I loved the French vineyard setting and the sweet romance of this story. It's a winner!”
-Goodreads on Falling for Her French Tycoon",Harlequin,25-Jan-22,Harlequin Romance,English,EPUB 3 (Adobe DRM),"256
Pages","3 - 4
Hours to read","49k
Total words",Rated 5.0 out of 5 stars with 1 ratings,"#28662 in Fiction & Literature, Contemporary Women #90447 in Romance, Contemporary",https://cdn.kobo.com/book-images/e1e7c13e-bca8-4e1f-ba51-1ac3bde6d1ed/353/569/90/False/falling-for-the-baldasseri-prince.jpg,https://www.kobo.com/us/en/ebook/falling-for-the-baldasseri-prince
US,Kobo US,,9.78E+12,Harlequin Heartwarming October 2021 Box Set,Melinda Curtis,,N/A,,$14.99 ,USD,8/3/2024 2:28,"Harlequin® Heartwarming celebrates wholesome, heartfelt relationships that focus on home, family, community and love. Experience all that and more with four new novels in one collection!
This Harlequin Heartwarming box set includes:
A COWGIRL’S SECRET
The Mountain Monroes
by USA TODAY bestselling author Melinda Curtis
Horse trainer Cassie Diaz is at a crossroads. Ranch life is her first love…until Bentley Monroe passes through her Idaho town and helps with the family business. Will this cowgirl turn in her boots for him?
THE SINGLE DAD’S HOLIDAY MATCH
Smoky Mountain First Responders
by Tanya Agler
Can a widowed cop and single father find love again? When a case leads Jonathan Maxwell to single mom Brooke Novak, sparks fly. But with their focus on kids and work, romance isn’t so easy…is it?
A COWBOY’S HOPE
Eclipse Ridge Ranch
by Mary Anne Wilson
When lawyer Anna Watters agreed to help a local ranch, she wasn’t supposed to fall for handsome Ben Arias! He’s only in town temporarily—but soon she wants Ben and the peace she finds at his ranch permanently.
I’LL BE HOME FOR CHRISTMAS
Return to Christmas Island
by Amie Denman
Rebecca Browne will do anything for her finance career. Even spend the summer on Christmas Island. But she didn’t expect to have to keep secrets…especially from the local ferryboat captain she’s starting to fall for.
Look for 4 compelling new stories every month from Harlequin® Heartwarming!",Harlequin,28-Sep-21,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","23 - 25
Hours to read","289k
Total words",Rated 0 out of 5 stars,"#90451 in Romance, Contemporary #220958 in Romance #267225 in Fiction & Literature",https://cdn.kobo.com/book-images/45b92f17-2ea4-45fc-82d8-dea2f86836ef/353/569/90/False/harlequin-heartwarming-october-2021-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-heartwarming-october-2021-box-set
US,Kobo US,,9.78E+12,Harlequin Romantic Suspense April 2022 - Box Set,Justine Davis,,N/A,,$14.99 ,USD,8/3/2024 2:28,"Looking for heart-racing romance and breathless suspense? Want stories filled with life-and-death situations that cause sparks to fly between adventurous, strong women and brave, powerful men?
Harlequin® Romantic Suspense brings you all that and more with four new full-length titles in one collection!
COLTON'S DANGEROUS REUNION (A Coltons of Colorado novel)
by Justine Davis
When social worker Gideon Colton reports a parent for child abuse, he never thought he'd put his ex—the child's pediatrician—in harm's way. Now he and Sophie Gray-Jones are thrown back together to avoid danger…and find themselves reigniting the flame that never really went out.
FINDING THE RANCHER'S SON
by Karen Whiddon
Jackie Burkholdt's sister and nephew are missing, so she returns home to their tiny West Texas hometown. The boy's father, Eli Pitts, might be the most obvious suspect, but he and Jackie are helplessly drawn to each other. As secrets come to light, it becomes even harder to know who is responsible—let alone who it's safe to have feelings for.
BODYGUARD UNDER SIEGE (A Bachelor Bodyguards novel)
by Lisa Childs
Keeli Abbott became a bodyguard to avoid Detective Spencer Dubridge. Now she's been tasked with protecting him—and might be pregnant with his baby! Close quarters force them to face their feelings, but with a drug cartel determined to make sure Spencer doesn't testify, they may not have much time left…
MOUNTAIN RETREAT MURDER (A Cameron Glen novel)
by Beth Cornelison
When a mysterious death finds Cait Cameron’s family's inn, she enlists guest Matt Harkney, father to a troubled teenager, to help investigate recent crimes. Love and loyalty are tested as veteran Matt risks everything to heal his family, catch a thief and save Cait’s life.",Harlequin,29-Mar-22,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","22 - 24
Hours to read","280k
Total words",Rated 4.5 out of 5 stars with 2 ratings,"#33282 in Romance, Romantic Suspense #49615 in Mystery & Suspense, Thrillers #90445 in Romance, Contemporary",https://cdn.kobo.com/book-images/4ea562c2-2085-496c-994d-a89a6fae6267/353/569/90/False/harlequin-romantic-suspense-april-2022-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-romantic-suspense-april-2022-box-set
US,Kobo US,,9.78E+12,Risking It All for a Second Chance,Annie Claydon,,N/A,,$4.99 ,USD,8/3/2024 2:28,"Can a charity car rally…
…drive these exes back together?
A week with an ex sounds like a nightmare, but it’s Dr. Emma’s reality when her partner in a charity classic car rally bails last minute. Now, with surgeon Josh acting as her replacement navigator, the confined space forces them to confront just what went wrong between them. And as tensions mount, so does the temptation to start right where they left off!
Miracle Medics duet
Book 1 – How to Heal the Surgeon’s Heart by Ann McIntosh
Book 2 – Risking It All for a Second Chance by Annie Claydon
“I love a good medical romance and this book is one full of steamy goodness! This was the perfect fast read that had me enthralled from start to end! I would definitely recommend reading this novel!”
-Harlequin Junkie on Falling for the Brooding Doc
“Annie Claydon gives every couple she creates the time and attention they deserve to come alive on the page. You’re guaranteed a supremely satisfying Happily Ever After.”
-Goodreads on Greek Island Fling to Forever",Harlequin,25-Jan-22,Harlequin Medical Romances,English,EPUB 3 (Adobe DRM),"192
Pages","4 - 5
Hours to read","58k
Total words",Rated 0 out of 5 stars,"#90445 in Romance, Contemporary #220916 in Romance #267178 in Fiction & Literature",https://cdn.kobo.com/book-images/1972d7a8-b777-430e-a0ca-77ee92309539/353/569/90/False/risking-it-all-for-a-second-chance.jpg,https://www.kobo.com/us/en/ebook/risking-it-all-for-a-second-chance
US,Kobo US,,9.78E+12,Harlequin Romance July 2022 Box Set,Cara Colter,,N/A,,$15.99 ,USD,8/3/2024 2:28,"Harlequin Romance – July ‘22 – Box Set
Harlequin® Romance brings you a collection of four new titles, available now! Experience the rush of falling in love! This Harlequin® Romance box set includes:
#4811 RULES OF THEIR PARISIAN FLING
The Kinley Legacy
By Ellie Darkins
Olivia Kinley thought she was finally proving herself worthy of her family’s name. Until consultant Adam is brought onto her project and she can’t deny their attraction! Getting attached isn’t an option, so one unforgettable night in Paris must be enough!
#4812 BAHAMAS ESCAPE WITH THE BEST MAN
By Cara Colter
Bridesmaid Marlee hates weddings after being left at the altar. Billionaire best man Matteo avoids love after a devastating loss. But at a wedding in the Bahamas, they find themselves giving into their unexpected chemistry…
#4813 ADVENTURE WITH A SECRET PRINCE
By Andrea Bolter
It’s Prince Ras’ last chance of freedom before he must marry for duty. When he meets Gracie, he recognises her need for adventure. As they travel together, it takes Gracie further from her disastrous past – and closer to Ras! Except his secret could change everything…
#4814 THE WEDDING FAVOR
By Ally Blake
Sparks fly when Emerson meets her teenage crush again at a wedding. Everything is different: Holden is now a millionaire entrepreneur – and she’s sworn off relationships. But when Holden asks for a favor…it’s impossible to say no!",Harlequin,28-Jun-22,Harlequin Romance,English,EPUB 3 (Adobe DRM),"256
Pages","16 - 17
Hours to read","200k
Total words",Rated 4.5 out of 5 stars with 2 ratings,"#23867 in Fiction & Literature, Short Stories #90442 in Romance, Contemporary #220927 in Romance",https://cdn.kobo.com/book-images/b2def0f8-1aa3-4c2a-ba6e-b4977864df10/353/569/90/False/harlequin-romance-july-2022-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-romance-july-2022-box-set
US,Kobo US,,9.78E+12,The Single Dad's Holiday Match,Tanya Agler,,N/A,,$4.99 ,USD,8/3/2024 2:28,"'Tis the season…
For unexpected love!
Officer Jonathan Maxwell is just as devoted to his job as he is to his two young daughters, leaving zero time for a social life. Until he meets Brooke Novak. The newly hired community center director is a single parent, too, and also part of his latest investigation. Jonathan needs Brooke’s help if he's going to close his case by Thanksgiving…but she might be the biggest distraction from keeping his mind on his job.
From Harlequin Heartwarming: Wholesome stories of love, compassion and belonging.
Smoky Mountain First Responders
Book 1: The Single Dad's Holiday Match",Harlequin,28-Sep-21,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","5 - 6
Hours to read","77k
Total words",Rated 5.0 out of 5 stars with 1 ratings,#220916 in Romance #267230 in Fiction & Literature,https://cdn.kobo.com/book-images/7c46b52e-4ca7-4206-a2da-1e5951f1eb3c/353/569/90/False/the-single-dad-s-holiday-match.jpg,https://www.kobo.com/us/en/ebook/the-single-dad-s-holiday-match
US,Kobo US,,9.78E+12,Harlequin Romantic Suspense February 2022 - Box Set,Marie Ferrarella,,N/A,,$14.99 ,USD,8/3/2024 2:28,"Looking for heart-racing romance and breathless suspense? Want stories filled with life-and-death situations that cause sparks to fly between adventurous, strong women and brave, powerful men?
Harlequin® Romantic Suspense brings you all that and more with four new full-length titles in one collection!
COLTON'S PURSUIT OF JUSTICE (A Coltons of Colorado novel)
by USA TODAY bestselling author Marie Ferrarella
Caleb Colton has dedicated his life to righting his father's wrongs, but when Nadine Sutherland needs his help proving an oil company took advantage of her father, he wonders if his priorities haven't skewed. Will he be willing to open his heart to Nadine? And will she live long enough to make it matter?
CONARD COUNTY CONSPIRACY (A Conard County: The Next Generation novel)
by New York Times bestselling author Rachel Lee
Widow Grace Hall experiences terrifying incidents at her isolated ranch: murdered sheep, arson, even attempted murder. Her late husband's best friend, Mitch Cantrell, is her greatest hope for protection. But the threat to Grace's life may be even closer than either of them believes…
UNDERCOVER K-9 COWBOY (A Midnight Pass, Texas novel)
by Addison Fox
The instant a rogue FBI agent wants to use Reynolds Station for a stakeout, Arden Reynolds is skeptical of his motives—and his fine physique. She knows attraction is dangerous, but allowing Ryder Durant into her home and her life could prove deadly.
PRISON BREAK HOSTAGE (An Honor Bound novel)
by Anna J. Stewart
When ER doctor Ashley McTavish stops to aid a bus crash, she finds herself taken hostage. Undercover federal agent Slade Palmer's investigation takes a dangerous turn when he vows to keep Ashley alive—even as he finds a new reason to survive himself.",Harlequin,25-Jan-22,Harlequin Romantic Suspense,English,EPUB 3 (Adobe DRM),"288
Pages","21 - 23
Hours to read","263k
Total words",Rated 0 out of 5 stars,"#33275 in Romance, Romantic Suspense #49617 in Mystery & Suspense, Thrillers #90454 in Romance, Contemporary",https://cdn.kobo.com/book-images/0bcf9820-f8f0-453c-816c-c7f66a1f039b/353/569/90/False/harlequin-romantic-suspense-february-2022-box-set.jpg,https://www.kobo.com/us/en/ebook/harlequin-romantic-suspense-february-2022-box-set
US,Kobo US,,9.78E+12,The Cowboy's Unlikely Match,Lisa Childs,,N/A,,$4.99 ,USD,8/3/2024 2:28,"This cowboy keeps his distance
Until home beckons…
Cowboy mayor Ben Haven decided long ago to never fall in love. Unfortunately, his tough-as-boots matchmaking grandmother isn't getting the message. Ben returns to Ranch Haven for his orphaned nephews only—not for their lovely teacher, Emily Trent. Especially since Emily's convinced that Ben's just another charming, no-good heartbreaker. But love has its own lessons to teach…especially when it comes to stubborn cowboys.
From Harlequin Heartwarming: Wholesome stories of love, compassion and belonging.
Bachelor Cowboys
Book 1: A Rancher's Promise
Book 2: The Cowboy's Unlikely Match
Book 3: The Bronc Rider's Twin Surprise
Book 4: The Cowboy's Ranch Rescue",Harlequin,29-Mar-22,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","5 - 6
Hours to read","72k
Total words",Rated 0 out of 5 stars,"#13073 in Fiction & Literature, Westerns #220933 in Romance #267230 in Fiction & Literature",https://cdn.kobo.com/book-images/632840fc-9fe2-46e1-aaa6-1b34e6686430/353/569/90/False/the-cowboy-s-unlikely-match.jpg,https://www.kobo.com/us/en/ebook/the-cowboy-s-unlikely-match
US,Kobo US,,9.78E+12,Trusting the Rancher with Christmas,Cari Lynn Webb,,N/A,,$4.99 ,USD,8/3/2024 2:29,"A visit for the holidays
Brings love for a lifetime
Cattle rancher Evan Bishop is desperate for Paige Palmer’s help. The veterinarian is in Three Springs for the holidays, but the single dad hopes she has time to save his ailing livestock. Paige is up for the challenge, though not quite up to resisting the cowboy’s rugged charm and his darling devotion to his little girl. Can Paige learn to trust the rancher before the countdown to Christmas ends?
USA TODAY Bestselling Author
From Harlequin Heartwarming: Wholesome stories of love, compassion and belonging.
Three Springs, Texas
Book 1: The Texas SEAL's Surprise
Book 2: Trusting the Rancher with Christmas",Harlequin,26-Oct-21,Harlequin Heartwarming,English,EPUB 3 (Adobe DRM),"368
Pages","6 - 7
Hours to read","78k
Total words",Rated 5.0 out of 5 stars with 2 ratings,"#13072 in Fiction & Literature, Westerns #90453 in Romance, Contemporary #220942 in Romance",https://cdn.kobo.com/book-images/d8f2a690-b37d-4264-bd39-20516631b69a/353/569/90/False/trusting-the-rancher-with-christmas.jpg,https://www.kobo.com/us/en/ebook/trusting-the-rancher-with-christmas
